Date,Card_number,Name,Department,Category,Transaction,Amount,Barcode,Title,Author,homebranch,holdingbranch
2023-09-08 13:15:15,PKJ2E5,G8EQA4,MCA,PG,Check out,,MC5129,SOCIAL NETWORK ANLYSIS,,RIT,RIT
2023-09-08 13:15:31,B4R234,LHD8UI,CSE,UG,Check in,-,85439,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA M N",RIT,RIT
2023-09-08 13:20:03,5Q9QU3,TWJTYM,UNDER GRADUATION(UG),ST,Check out,,86318,TEXT BOOK OF FLUID MECHANICS,BANSAL P K,RIT,RIT
2023-09-08 13:25:09,4330N9,WHJ328,UNDER GRADUATION(UG),UG,Renew,-,77061,BASIC ELECTRONICS,MAHADEVASWAMY,RIT,RIT
2023-09-08 13:25:37,XJ44LY,HIYIWE,STR,PG,Check out,,77974,FINITE ELEMENT ANALYSIS THEORY AND PROGRAMMING,KRISHNAMOORTHY,RIT,RIT
2023-09-08 13:26:35,PTEFM3,XK835M,UNDER GRADUATION(UG),UG,Check in,-,64205,"DIGITAL SIGNAL PROCESSING : PRINCIPLES, ALGORITHMS AND APPLICATION","PROAKIS, JOHN G",RIT,RIT
2023-09-08 13:36:54,PTEFM3,XK835M,UNDER GRADUATION(UG),UG,Other,-532.0000,,,,,
2023-09-08 13:54:00,RBRBSZ,OWTGJ8,,PHD,Check in,-,63033,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2023-09-08 13:54:16,CI5L4G,2EXHH6,UNDER GRADUATION(UG),UG,Renew,-,66232,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-09-08 13:54:29,CI5L4G,2EXHH6,UNDER GRADUATION(UG),UG,Renew,-,70842,BASIC ELECTRICAL ENGINEERING,KULSHRESHTHA D,RIT,RIT
2023-09-08 13:54:40,CI5L4G,2EXHH6,UNDER GRADUATION(UG),UG,Renew,-,70372,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2023-09-08 13:58:35,NLTT04,6PMX14,ME,UG,Check out,,70344,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2023-09-08 13:59:46,A3C13O,FMTNUH,UNDER GRADUATION(UG),UG,Check in,-,94884,ENGLISH LANGUAGE AND COMMUNICATION SKILLS FOR ENGINEERS,"SANJAY KUMAR, PUSHP LATA",RIT,RIT
2023-09-08 13:59:58,A3C13O,FMTNUH,UNDER GRADUATION(UG),UG,Check in,-,88587,COMMUNICATION SKILLS A WORKBOOK,KUMAR,RIT,RIT
2023-09-08 14:07:05,PJOMEQ,OF1POL,MCA,PG,Check in,-,MC3621,JAVA THE COMPLETE REFERENCE,SCHTLDT HERBERT,RIT,RIT
2023-09-08 14:11:35,7DGMRN,59ZIK0,TS,TS,Check in,-,18933,INTRODUCTION TO THE THEORY OF STATISTICS,MOOD A M,RIT,RIT
2023-09-08 14:20:02,H7ZVLO,4J85ZR,UNDER GRADUATION(UG),UG,Check out,,92180,BASIC ELECTRICAL ENGINEERING,KULSHRESHTHA D,RIT,RIT
2023-09-08 14:20:07,H7ZVLO,4J85ZR,UNDER GRADUATION(UG),UG,Check out,,93435,PRACTICAL ENGLISH GRAMMAR,"THOMSON, A J",RIT,RIT
2023-09-08 14:20:11,H7ZVLO,4J85ZR,UNDER GRADUATION(UG),UG,Check out,,95691,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-09-08 14:20:37,14VHO6,KZ5CT3,UNDER GRADUATION(UG),UG,Renew,-,93423,PRACTICAL ENGLISH GRAMMAR,"THOMSON, A J",RIT,RIT
2023-09-08 14:20:38,14VHO6,KZ5CT3,UNDER GRADUATION(UG),UG,Check out,,93423,PRACTICAL ENGLISH GRAMMAR,"THOMSON, A J",RIT,RIT
2023-09-08 14:20:45,14VHO6,KZ5CT3,UNDER GRADUATION(UG),UG,Check out,,92177,BASIC ELECTRICAL ENGINEERING,KULSHRESHTHA D,RIT,RIT
2023-09-08 14:27:20,9FLTU9,OTAHSW,UNDER GRADUATION(UG),UG,Check out,,100226,JAVA THE COMPLETE REFERENCE,"SCHILDT, HERBERT",RIT,RIT
2023-09-08 14:44:33,0OSACY,VUAJQF,CSE_CY,UG,Check in,-,99341,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2023-09-08 14:44:54,0OSACY,VUAJQF,CSE_CY,UG,Check out,,99341,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2023-09-08 14:45:42,ECN59O,6DHI2E,UNDER GRADUATION(UG),UG,Check in,-,62216,ELECTRONIC DEVICES AND CIRCUITS,"BELL, DAVID A",RIT,RIT
2023-09-08 15:29:31,GQKR4S,CU59M3,UNDER GRADUATION(UG),UG,Check out,,81079,OOPS USING C++ AND JAVA,BALAGURUSAMY,RIT,RIT
2023-09-08 15:33:59,GQKR4S,CU59M3,UNDER GRADUATION(UG),UG,Check out,,58497,ELETRONIC DEVICES AND CIRCUITS,KULSHRESHTHA D C,RIT,RIT
2023-09-08 15:34:38,9ZFNLU,FTL6UD,UNDER GRADUATION(UG),UG,Check out,,90345,PYTHON PROGRAMMING,THAREJA,RIT,RIT
2023-09-08 15:35:11,9ZFNLU,FTL6UD,UNDER GRADUATION(UG),UG,Check out,,91695,HEAD FIRST PYTHON: A BRAIN FRIENDLY GUIDE,BARRY PAUL,RIT,RIT
2023-09-08 15:35:54,HQJ17Y,QHSOAH,UNDER GRADUATION(UG),UG,Check out,,98135,"Wiley Acing the GATE: Electronics and Communication Engineering,","Anil K. Maini, Varsha Agrawal",RIT,RIT
2023-09-08 15:36:28,5D9NHY,YYV2YK,UNDER GRADUATION(UG),UG,Renew,-,98877,Cryptography and Network Security - Principles and Practice,Stallings William,RIT,RIT
2023-09-08 15:36:35,5D9NHY,YYV2YK,UNDER GRADUATION(UG),UG,Renew,-,81117,PRINCIPLES OF MANAGEMENT,"TRIPATHI, P C",RIT,RIT
2023-09-08 15:36:43,5D9NHY,YYV2YK,UNDER GRADUATION(UG),UG,Renew,-,67231,"DATA SCIENCE AND BIG DATA ANALYSIS: DISCOVERING,ANALYSING,VISUALIZING AND PRESENTING DATA",EMC EDUCATION SERVICES,RIT,RIT
2023-09-08 15:38:27,1MJGZE,5AHVBY,,TS,Check in,-,44428,EXPERIMENTS IN BASIC ELECTRICAL ENGINEERING,BHATTACHARYA S K,RIT,RIT
2023-09-08 15:38:35,1MJGZE,5AHVBY,,TS,Check in,-,45675,INTRODUCTION TO ELECTRICAL ENGINEERING,"NAIDU, M S",RIT,RIT
2023-09-08 15:38:42,1MJGZE,5AHVBY,,TS,Check in,-,42092,OBJECTIVE ELECTRICAL TECHNOLOGY (OVER 2800 OBJECTIVE QUESTIONS WITH HINTS,MEHTA V K,RIT,RIT
2023-09-08 15:49:43,1MJGZE,5AHVBY,,TS,Check out,,71796,OPERATIONAL AMLIFIERS AND LINEAR ICS,BELL DAVID A,RIT,RIT
2023-09-08 15:50:04,1MJGZE,5AHVBY,,TS,Check out,,88729,ELECTRONIC DEVICES AND CIRCUIT THEORY,"BOYLESTAD,ROBERT L AND NASHELSKY, LOUIS",RIT,RIT
2023-09-08 15:50:18,1MJGZE,5AHVBY,,TS,Check out,,84724,RESEARCH METHODOLOGY: METHODS AND TECHNIQUES,KOTHARI C R,RIT,RIT
2023-09-08 15:50:33,1MJGZE,5AHVBY,,TS,Check out,,89176,OP AMPS AND LINEAR INTEGRATED CIRCUITS,"GAYAKWAD,RAMAKANT A",RIT,RIT
2023-09-08 15:51:11,44AFX6,VA6B6X,UNDER GRADUATION(UG),ST,Check out,,MC4574,MACHINE LEARNING,ANURADHA SRINIV,RIT,RIT
2023-09-08 15:57:57,M85MPM,RSIWR2,UNDER GRADUATION(UG),UG,Check out,,55199,EMBEDDED PROGRAMMING AND THE MICROCHIP PIC,"BARNETT, RICHARD",RIT,RIT
2023-09-08 15:58:11,5ASKW9,ENPCDJ,CSE,PG,Check in,-,99590,HOW TO THINK LIKE A COMPUTER SCIENTIST LEARNIG WITH PHTHON,"DOWNEY ALLEN, ELKNER JEFFREY, MEYERS, CHRIS",RIT,RIT
2023-09-08 16:06:11,0OSACY,VUAJQF,CSE_CY,UG,Check in,-,99599,HOW TO THINK LIKE A COMPUTER SCIENTIST LEARNIG WITH PHTHON,"DOWNEY ALLEN, ELKNER JEFFREY, MEYERS, CHRIS",RIT,RIT
2023-09-08 16:08:28,0ZMT60,9EU085,TS,TS,Check out,,67232,"DATA SCIENCE AND BIG DATA ANALYSIS: DISCOVERING,ANALYSING,VISUALIZING AND PRESENTING DATA",EMC EDUCATION SERVICES,RIT,RIT
2023-09-08 16:09:07,0ZMT60,9EU085,TS,TS,Check out,,80962,CRYPTOGRAPHY AND NETWORK SECURITY: PRINCIPLES AND PRACTICE PRINCIPLES AND PRACTICE,"STALLINGS, WILLIAM",RIT,RIT
2023-09-08 16:09:24,0ZMT60,9EU085,TS,TS,Check out,,78857,PRINCIPLES OF MANAGEMENT,TRIPATHI,RIT,RIT
2023-09-08 16:09:39,0ZMT60,9EU085,TS,TS,Check out,,84295,"INFORMATION STORAGE AND MANAGEMENT: STORING,MANAGING AND PROTECTING DIGITAL INFORMATION IN CLASSIC VIRTUALIZED AND CLOUD ENVIRONMENTS",EMC EDUCATION,RIT,RIT
2023-09-08 16:09:56,0ZMT60,9EU085,TS,TS,Check out,,94256,BUSINESS ANALYTICS,JAMES EVANS,RIT,RIT
2023-09-08 16:15:54,K33BKD,7RC344,ME,UG,Check out,,92901,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-09-08 16:19:00,OU9AR3,77AIRA,CV,UG,Check in,-,93005,ELEMENTS OF MECHANICAL ENGINEERING,GOPALAKRISHNA K R,RIT,RIT
2023-09-08 16:23:02,W3IVO9,MF1JE4,CSE,PG,Check in,-,67180,CLOUD COMPUTING: THEORY AND PRACTICE,"MARINESCU, DAN C",RIT,RIT
2023-09-08 16:23:12,W3IVO9,MF1JE4,CSE,PG,Check in,-,75571,SOFTWARE ENGINEERING: A PRACTITIONERS APPROACH,"PRESSMAN, ROGER.S.",RIT,RIT
2023-09-08 16:23:43,W3IVO9,MF1JE4,CSE,PG,Check out,,75571,SOFTWARE ENGINEERING: A PRACTITIONERS APPROACH,"PRESSMAN, ROGER.S.",RIT,RIT
2023-09-08 16:23:51,W3IVO9,MF1JE4,CSE,PG,Check out,,67180,CLOUD COMPUTING: THEORY AND PRACTICE,"MARINESCU, DAN C",RIT,RIT
2023-09-08 16:24:06,V6DJIZ,7BSWHR,,PG,Check in,-,67179,CLOUD COMPUTING: THEORY AND PRACTICE,"MARINESCU, DAN C",RIT,RIT
2023-09-08 16:24:23,V6DJIZ,7BSWHR,,PG,Check in,-,81167,SOFTWARE ENGINEERING :A PRACTITIONERS APPROACH,PRESSMAN ROGER,RIT,RIT
2023-09-08 16:25:07,V6DJIZ,7BSWHR,,PG,Check out,,81167,SOFTWARE ENGINEERING :A PRACTITIONERS APPROACH,PRESSMAN ROGER,RIT,RIT
2023-09-08 16:25:15,V6DJIZ,7BSWHR,,PG,Check out,,67179,CLOUD COMPUTING: THEORY AND PRACTICE,"MARINESCU, DAN C",RIT,RIT
2023-09-08 18:16:18,YUR55J,V7ABDZ,,NT,Check out,-,DB6469,ENGINEERING MATHEMATICS-PART I,CHENDRASHEKAR Dr KS,RIT,RIT
2023-09-08 18:16:40,YUR55J,V7ABDZ,,NT,Check in,-,DB6469,ENGINEERING MATHEMATICS-PART I,CHENDRASHEKAR Dr KS,RIT,RIT
2023-09-08 18:33:46,GR9P8O,OPI46W,MECHANICAL ENGINEERING,ST,Check out,,49063,CAD/CAM,RAVINDRA A S,RIT,RIT
2023-09-08 18:43:19,52CQIA,M9XJHP,ECE,UG,Check in,-,41895,"EMBEDDED / REAL-TIME SYSTEMS: CONCEPTS, DESIGN AND PROGRAMMING-THE ULTIMATE REFERENCE",PRASAD K V K K,RIT,RIT
2023-09-08 18:43:28,52CQIA,M9XJHP,ECE,UG,Check in,-,81765,A VERILOG HDL PRIMER,BHASKAR J,RIT,RIT
2023-09-08 18:45:06,52CQIA,M9XJHP,ECE,UG,Check out,,69346,DATA COMMUNICATIONS AND NETWORKING,"FOROUZAN, BEHROUZ A",RIT,RIT
2023-09-08 20:03:21,0CVB10,UR217T,ME,UG,Check in,-,DB5446,MANUFACTURING PROCESS II,PRAVEEN KESTOOR,RIT,RIT
2023-09-08 20:03:33,0CVB10,UR217T,ME,UG,Check in,-,ST629,DESIGN OF MACHINE ELEMENTS-I,DAS J B K,RIT,RIT
2023-09-08 20:03:38,0CVB10,UR217T,ME,UG,Check in,-,DB3477,MECHANICAL MEASUREMENTS & METROLOGY,DR.T.CHANDRASHEKAR,RIT,RIT
2023-09-08 20:10:05,0CVB10,UR217T,ME,UG,Check in,-,BB3277,MACHINE DESIGN DATA HAND BOOK,LINGAIAH K,RIT,RIT
2023-09-08 20:10:16,0CVB10,UR217T,ME,UG,Check in,-,BB2948,MANUFACTURING PROCESS-II,HEGDE R K,RIT,RIT
2023-09-09 08:59:12,XSSF0A,MTD45D,MCA,PG,Check out,,87297,JAVA COMPLETE REFERENCE,SCHILDT,RIT,RIT
2023-09-09 08:59:21,XSSF0A,MTD45D,MCA,PG,Check out,,MC3412,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANANY,RIT,RIT
2023-09-09 09:21:01,IBRB02,PI6B3D,CV,UG,Check out,,81381,PROPERTIES OF CONCRETE,NEVILLE A M,RIT,RIT
2023-09-09 09:21:17,IBRB02,PI6B3D,CV,UG,Check out,,89468,IRRIGATION WATER RESOURCES AND WATER POWER ENGINEERING,MODI P N,RIT,RIT
2023-09-09 09:21:34,IBRB02,PI6B3D,CV,UG,Check out,,76646,REINFORCED CONCRETE DESIGN: PRINCIPLES AND PRACTICE,"RAJU, KRISHNA N",RIT,RIT
2023-09-09 09:27:38,ACCXWX,GO3P83,AIML,UG,Check out,,99314,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2023-09-09 09:28:58,O2BJ0J,03ZOGM,BT,ST,Check in,-,100379,Kannada Kali Learn Kannada Through English with Hindi Transliteration,Kannakumari S,RIT,RIT
2023-09-09 09:29:16,O2BJ0J,03ZOGM,BT,ST,Check in,-,92414,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-09-09 09:41:45,ZNMCUJ,JV1OTL,TS,TS,Check in,-,89467,IRRIGATION WATER RESOURCES AND WATER POWER ENGINEERING,MODI P N,RIT,RIT
2023-09-09 09:42:13,ZNMCUJ,JV1OTL,TS,TS,Check in,-,50864,TEXT BOOK OF HYDROLOGY,"JAYARAMI REDDY, P",RIT,RIT
2023-09-09 09:42:23,ZNMCUJ,JV1OTL,TS,TS,Check in,-,84387,TEXTBOOK OF HYDROLOGY,"REDDY, JAYARAMI P",RIT,RIT
2023-09-09 09:42:35,ZNMCUJ,JV1OTL,TS,TS,Check in,-,77847,ENGINEERING HYDROLOGY,SUBRAMANYA,RIT,RIT
2023-09-09 09:43:16,102YTU,B75BJR,UNDER GRADUATION(UG),ST,Check in,-,MC263,INTRODUCTION TO THE DESIGN AND ANALYSIS OF ALGORITHMS,LEVITIN ANNAY,RIT,RIT
2023-09-09 09:43:32,102YTU,B75BJR,UNDER GRADUATION(UG),ST,Check in,-,99544,FUNDAMENTALS OF DATABASE SYSTEMS,ELMASRI AND NAVATHE,RIT,RIT
2023-09-09 09:57:49,QHA1MU,2NN6QD,UNDER GRADUATION(UG),UG,Renew,-,95124,TRAFFIC ENGINEERING AND TRANSPORT PLANNING,KADIYALI L R,RIT,RIT
2023-09-09 09:58:20,ZNMCUJ,JV1OTL,TS,TS,Check out,,94581,PAVEMENT ANALYSIS AND DESIGN,"HUANG, YANG H",RIT,RIT
2023-09-09 09:58:26,ZNMCUJ,JV1OTL,TS,TS,Check out,,96186,GATE-2021 CIVIL ENGINEERING,G.K.PUBLICATIONS,RIT,RIT
2023-09-09 09:58:34,ZNMCUJ,JV1OTL,TS,TS,Check out,,95109,PRINCIPLES AND PRACTICE OF HIGHWAY ENGINEERING (INCLUDING EXPRESSWAYS AND AIRPORT ENGINEERING),KADIYALI L R,RIT,RIT
2023-09-09 09:58:44,ZNMCUJ,JV1OTL,TS,TS,Check out,,85408,HIGHWAY ENGINEERING,KHANNA S K,RIT,RIT
2023-09-09 10:53:37,HGFOQH,S27NT1,CSE,UG,Check in,-,93251,ELEMENTS OF CIVIL ENGINEERING AND MECHANICS,SAWANT R K,RIT,RIT
2023-09-09 11:11:55,TWUKFA,M2I1ER,UNDER GRADUATION(UG),ST,Check in,-,71085,ENGINEERING THERMODYNAMICS,NAG P K,RIT,RIT
2023-09-09 11:12:07,TWUKFA,M2I1ER,UNDER GRADUATION(UG),ST,Check in,-,86308,A COURSE IN WORKSHOP TECHNOLOGY,RAGHUWANSHI,RIT,RIT
2023-09-09 11:13:22,TWUKFA,M2I1ER,UNDER GRADUATION(UG),ST,Other,-138.0000,,,,,
2023-09-09 11:19:24,GBIVIC,8MASN2,UNDER GRADUATION(UG),UG,Check out,,66784,ENGINEERING MATHEMATICS - II,"CHANDRASHEKAR, K S",RIT,RIT
2023-09-09 11:19:36,GBIVIC,8MASN2,UNDER GRADUATION(UG),UG,Check out,,66762,ENGINEERING MATHEMATICS-I,CHANDRASHEKAR K S,RIT,RIT
2023-09-09 11:30:14,GBIVIC,8MASN2,UNDER GRADUATION(UG),UG,Check out,-,DB6037,EBGINEERING MATHEMATICS-IV,K S CHANDRASHEKAR,RIT,RIT
2023-09-09 11:34:36,8WHU73,LU8TJ6,UNDER GRADUATION(UG),UG,Renew,-,93053,ELEMENTS OF MECHANICAL ENGINEERING,GOPALAKRISHNA K R,RIT,RIT
2023-09-09 11:34:48,8WHU73,LU8TJ6,UNDER GRADUATION(UG),UG,Renew,-,95857,BALAKE KANNADA,THIMMESHA L,RIT,RIT
2023-09-09 11:35:02,8WHU73,LU8TJ6,UNDER GRADUATION(UG),UG,Renew,-,70325,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2023-09-09 11:35:19,8WHU73,LU8TJ6,UNDER GRADUATION(UG),UG,Renew,-,60004,COMPUTER AIDED ENGINEERING DRAWING,ANNAIAH M H,RIT,RIT
2023-09-09 11:41:24,3CCB8F,D2CE51,UNDER GRADUATION(UG),ST,Check in,-,95807,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-09-09 11:42:49,WTXJF8,WEMNFT,IEM,ST,Check in,-,94292,PYTHON FOR DATA ANALYSIS,"MCKINNEY, WES",RIT,RIT
2023-09-09 11:50:55,Z8CSB3,T9NBTF,UNDER GRADUATION(UG),ST,Check in,-,95764,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-09-09 11:56:08,10BR7X,YTAI3E,CSE_AIML,UG,Renew,-,99335,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2023-09-09 12:02:50,08NGV5,L5VATB,UNDER GRADUATION(UG),ST,Check in,-,98189,Advanced engineering mathematics /,"Greenberg, Michael D.,",RIT,RIT
2023-09-09 12:09:42,NL2FUA,I01BT0,EC,UG,Check in,-,81756,SIGNAL PROCESSING,SIMON HAYKINN & VEEN,RIT,RIT
2023-09-09 12:10:08,NL2FUA,I01BT0,EC,UG,Check in,-,DL302469,DIGITAL DIGNAL PROCESSING: FUNDAMENTALS AND APPLICATIONS,TAN LI,RIT,RIT
2023-09-09 12:14:43,QWPVF7,1NWR10,UNDER GRADUATION(UG),UG,Renew,-,95116,TRAFFIC ENGINEERING AND TRANSPORT PLANNING,KADIYALI L R,RIT,RIT
2023-09-09 12:15:00,YHUQ63,Q1EPHB,BT,UG,Check out,,90346,PYTHON PROGRAMMING,THAREJA,RIT,RIT
2023-09-09 12:15:05,5H75M3,CFIK4M,UNDER GRADUATION(UG),ST,Check in,-,71084,ENGINEERING THERMODYNAMICS,NAG P K,RIT,RIT
2023-09-09 12:15:21,5H75M3,CFIK4M,UNDER GRADUATION(UG),ST,Check in,-,86307,A COURSE IN WORKSHOP TECHNOLOGY VOL.II,RAGHUWANSHI B S,RIT,RIT
2023-09-09 12:15:38,QI28IX,7QL5U4,UNDER GRADUATION(UG),ST,Renew,-,91362,GUIDE TO COMPUTER FORENSICS AND INVESTIGATIONS,"NELSON, BILL",RIT,RIT
2023-09-09 12:16:55,5H75M3,CFIK4M,UNDER GRADUATION(UG),ST,Other,-138.0000,,,,,
2023-09-09 12:24:12,3CCB8F,D2CE51,UNDER GRADUATION(UG),ST,Check in,-,81646,CHEMICAL REACTION ENGINEERING,"LEVENSPIEL, OCTAVE",RIT,RIT
2023-09-09 12:25:46,ZUTC6Y,V2ALDY,ME,UG,Check out,,93100,ELEMENTS OF MECHANICAL ENGINEERING,GOPALAKRISHNA K R,RIT,RIT
2023-09-09 12:38:12,8JZS9T,75GMJQ,BT,ST,Check in,-,90274,TEXT BOOK OF CHEMICAL ENGINEERING THERMODYNAMICS,NARAYANAN K V,RIT,RIT
2023-09-09 12:38:32,8JZS9T,75GMJQ,BT,ST,Check in,-,DB3697,MOLECULAR BIOLOGY,CHANNARAYAPPA,RIT,RIT
2023-09-09 12:38:43,8JZS9T,75GMJQ,BT,ST,Check in,-,37828,LEHNINGER PRINCIPLES OF BIOCHEMISTRY,"NELSON, DAVID L",RIT,RIT
2023-09-09 12:39:29,KZLZ83,I28K72,UNDER GRADUATION(UG),UG,Check in,-,88601,COMMUNICATION SKILLS A WORKBOOK,KUMAR,RIT,RIT
2023-09-09 12:39:53,KZLZ83,I28K72,UNDER GRADUATION(UG),UG,Check in,-,70373,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA. M. N",RIT,RIT
2023-09-09 12:40:06,KZLZ83,I28K72,UNDER GRADUATION(UG),UG,Check in,-,93739,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2023-09-09 12:40:15,KZLZ83,I28K72,UNDER GRADUATION(UG),UG,Check in,-,97699,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2023-09-09 12:42:33,8JZS9T,75GMJQ,BT,ST,Other,-156.0000,,,,,
2023-09-09 12:56:19,C5U0P3,6QQB2H,UNDER GRADUATION(UG),ST,Check out,,74764,LET US C,YASHAVANT KANETKAR,RIT,RIT
2023-09-09 12:56:19,C5U0P3,6QQB2H,UNDER GRADUATION(UG),ST,Check out,,74764,LET US C,YASHAVANT KANETKAR,RIT,RIT
2023-09-09 12:56:24,C5U0P3,6QQB2H,UNDER GRADUATION(UG),ST,Check out,,30770,DISCRETE-TIME SIGNAL PROCESSING,"OPPENHEIM, ALAN V",RIT,RIT
2023-09-09 12:56:44,MO2WSL,3DNFP9,UNDER GRADUATION(UG),ST,Check out,,30771,DISCRETE-TIME SIGNAL PROCESSING,"OPPENHEIM, ALAN V",RIT,RIT
2023-09-09 12:57:34,UU6PMX,T7CKY1,UNDER GRADUATION(UG),ST,Check out,,30769,DISCRETE-TIME SIGNAL PROCESSING,"OPPENHEIM, ALAN V",RIT,RIT
2023-09-09 12:57:37,UU6PMX,T7CKY1,UNDER GRADUATION(UG),ST,Check out,,100166,JAVA THE COMPLETE REFERENCE,"SCHILDT, HERBERT",RIT,RIT
2023-09-09 13:09:53,86VTTO,YO8VQE,UNDER GRADUATION(UG),ST,Check in,-,15938,PROCESS HEAT TRANSFER,DONALD Q K,RIT,RIT
2023-09-09 13:13:28,FAH76U,5042UU,UNDER GRADUATION(UG),UG,Renew,-,59413,SUPPLY CHAIN MANAGEMENT: STRATEGY. PLANNING AND OPERATION,"CHOPRA, SUNIL",RIT,RIT
2023-09-09 13:45:01,N9OADC,EF2Y4V,,UG,Check in,-,69773,"DIGITAL SIGNAL PROCESSING: PRINCIPLES, ALGORITHMS AND APPLICATIONS","PROAKIS, JOHN G, MANOLAKIS, DIMITRIS G",RIT,RIT
2023-09-09 14:03:52,VZW1QV,0LNYWS,UNDER GRADUATION(UG),UG,Check in,-,82377,CLOUD COMPUTING THEORY AND PRACTICE,DAN C. MARINESCU,RIT,RIT
2023-09-09 14:04:19,VZW1QV,0LNYWS,UNDER GRADUATION(UG),UG,Check out,,82377,CLOUD COMPUTING THEORY AND PRACTICE,DAN C. MARINESCU,RIT,RIT
2023-09-09 14:10:34,OYY1J8,A1O1G1,UNDER GRADUATION(UG),ST,Check in,-,73611,MACHINE LEARNING,ALPAYDIN ETHEM,RIT,RIT
2023-09-09 14:11:15,OYY1J8,A1O1G1,UNDER GRADUATION(UG),ST,Renew,-,MC4575,MACHINE LEARNING,ANURADHA SRINIV,RIT,RIT
2023-09-09 14:14:43,7QTFLC,3LSMZ7,UNDER GRADUATION(UG),ST,Other,-22.0000,,,,,
2023-09-09 14:41:36,G1H0ZZ,6OD280,ME,UG,Check in,-,48779,MANUFACTURING PROCESS,RAMACHANDRA H D,RIT,RIT
2023-09-09 15:20:48,CX4A3Z,Z5L9CA,UNDER GRADUATION(UG),ST,Check in,-,99855,INTRODUCTION TO THE DESIGN & ANALYSIS OF ALGORITHMS,"LEVITIN, ANANY",RIT,RIT
2023-09-09 15:22:25,CX4A3Z,Z5L9CA,UNDER GRADUATION(UG),ST,Other,-37.0000,,,,,
2023-09-09 15:41:28,BOV3LQ,XDK5MY,UNDER GRADUATION(UG),UG,Check out,,82839,"MULTIMEDIA COMMUNICATIONS: APPLICATIONS, NETWORKS, PROTOCOLS AND STANDARDS","HALSALL, FRED",RIT,RIT
2023-09-09 15:41:35,BOV3LQ,XDK5MY,UNDER GRADUATION(UG),UG,Check out,,98375,INTRODUCTION TO INDUSTRIAL INTERNET OF THINGS AND INDUSTRY 4.0,SUDIP MISRA CHANDANA ROY AND ANANDARUP MUKHERJEE,RIT,RIT
2023-09-09 15:41:41,BOV3LQ,XDK5MY,UNDER GRADUATION(UG),UG,Check out,,70128,ESSENTIALS OF ENTREPRNEURSHIP AND SMALL BUSINESS MANAGEMENT,"ZIMMERER, THOMAS",RIT,RIT
2023-09-09 15:42:52,F2GU0N,XEO2B1,UNDER GRADUATION(UG),UG,Check out,,88498,MULTIMEDIA COMMUNICATIONS APPLICATIONS NETWORKS PROTOCOLS AND STANDARDS,HALSALL,RIT,RIT
2023-09-09 15:43:03,F2GU0N,XEO2B1,UNDER GRADUATION(UG),UG,Check out,,65472,ESSENTIALS OF ENTREPRENEURSHIP AND SMALL BUSINESS MANAGEMENT,ZIMMERER THOMAS W,RIT,RIT
2023-09-09 15:43:10,F2GU0N,XEO2B1,UNDER GRADUATION(UG),UG,Check out,,98361,INTRODUCTION TO INDUSTRIAL INTERNET OF THINGS AND INDUSTRY 4.0,SUDIP MISRA CHANDANA ROY AND ANANDARUP MUKHERJEE,RIT,RIT
2023-09-09 16:04:00,UQA6QW,LKEVFU,UNDER GRADUATION(UG),UG,Check in,-,67518,FPGA BASED SYSTEM DESIGN,WAYNE WOLF,RIT,RIT
2023-09-09 16:04:08,UQA6QW,LKEVFU,UNDER GRADUATION(UG),UG,Check in,-,85004,DIGITAL DESIGN: AN EMBEDDED SYSTEMS APPROACH USING VERILOG,"ASHENDEN, PETER J",RIT,RIT
