Date,card_number,full_name,Department,Category,Transaction,Amount,Barcode,Title,Author,homebranch,holdingbranch
2023-04-05 14:45:55,S2LPES,IZW9MB,PG,PG,Check in,-,MB8227,MANAGERIAL ECONOMICS- THEORY AND APPLICATIONS,DR. D.M MITHANI,RIT,RIT
2023-04-05 14:46:02,X68GPH,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,78360,LET US C,KANETKAR,RIT,RIT
2023-04-05 14:46:03,FZA4CS,OWGPER,PG,PG,Check in,-,MB5316,MANAGERIAL ECONOMICS,JHINGAN M.L.,RIT,RIT
2023-04-05 14:46:22,23YFI2,ICJDNV,,PG,Check in,-,MB7958,FUNDAMENTALS OF BUSINESS ANALYTICS,PRASAD R N,RIT,RIT
2023-04-05 14:46:36,23YFI2,ICJDNV,,PG,Check in,-,MB5280,FOUNDATIONS OF MANAGERIAL ECONOMICS,GHOSH B.N.,RIT,RIT
2023-04-05 14:47:40,U4ZR5F,ICJDNV,MBA,PG,Check in,-,MB7288,ACCOUNTING FOR MANAGEMENT,LAL,RIT,RIT
2023-04-05 14:49:31,GMN17G,ICJDNV,IEM,UG,Renew,-,76743,A DETAILED TEXT BOOK OF ENGINEERING PHYSICS,BASAVARAJ,RIT,RIT
2023-04-05 14:49:48,GMN17G,ICJDNV,IEM,UG,Check in,-,92291,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2023-04-05 14:52:03,GMN17G,ICJDNV,IEM,UG,Other,-11.0000,,,,,
2023-04-05 14:59:17,QEN5ZF,ICJDNV,CV,UG,Check in,-,88602,COMMUNICATION SKILLS A WORKBOOK,KUMAR,RIT,RIT
2023-04-05 14:59:28,QEN5ZF,ICJDNV,CV,UG,Renew,-,95636,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-04-05 14:59:37,QEN5ZF,ICJDNV,CV,UG,Renew,-,85423,ELEMENTS OF CIVIL ENGINEERING AND ENGINEERING MECHANICS,"PRAKASH, SHESHA M N",RIT,RIT
2023-04-05 15:00:02,QEN5ZF,ICJDNV,CV,UG,Check out,,88602,COMMUNICATION SKILLS A WORKBOOK,KUMAR,RIT,RIT
2023-04-05 15:01:06,XT1FCP,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,74965,DATA STRUCTURES WITH JAVA,JOHN R. HUBBARD,RIT,RIT
2023-04-05 15:01:13,XT1FCP,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,94963,CORE JAVA-VOL-II-ADVANCED FEATURES,HOTSTMANN,RIT,RIT
2023-04-05 15:01:45,QEN5ZF,ICJDNV,CV,UG,Other,-9.0000,,,,,
2023-04-05 15:02:12,52PGB8,ICJDNV,MBA,PG,Check in,-,MB7010,BUSINESS COMMUNICATION,CHATURVEDI P D,RIT,RIT
2023-04-05 15:02:32,IW6BE7,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,92819,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-04-05 15:02:44,SNZNKF,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,82619,OBJECT ORIENTED PROGM.WITH C++,BALAGURUSAMY,RIT,RIT
2023-04-05 15:03:40,FAYGMO,ICJDNV,ISE,UG,Renew,-,DB2215,COMPUTER ORGANIZATION,"HAMACHER, CARL",RIT,RIT
2023-04-05 15:05:39,FZA4CS,OWGPER,PG,PG,Check out,,39149,ACCOUNTING THEORY,JAWAHAR LAL,RIT,RIT
2023-04-05 15:06:13,S2LPES,IZW9MB,PG,PG,Check out,,DB5568,FINANCIAL ACCOUNTING,NARAYANASWAMY R,RIT,RIT
2023-04-05 15:08:31,PJ4LHE,BDOETJ,,PG,Check out,,MB7498,ORGANIZATIONAL BEHAVIOR,ROBBINS,RIT,RIT
2023-04-05 15:08:39,PJ4LHE,BDOETJ,,PG,Check out,,MB6607,ORGANIZATIONAL BEHAVIOUR: A MADERN APPROACH,ARUN KUMAR AND MEENAKSHJ N.,RIT,RIT
2023-04-05 15:09:20,0UVE6N,ICJDNV,MBA,PG,Check out,,MB6121,ACCOUNTING FOR MANAGEMENT,VIJAYAKUMAR T.,RIT,RIT
2023-04-05 15:21:24,UEYDK2,ICJDNV,ME,UG,Renew,-,92748,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-04-05 15:21:39,UEYDK2,ICJDNV,ME,UG,Renew,-,66732,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2023-04-05 15:21:49,UEYDK2,ICJDNV,ME,UG,Renew,-,92176,BASIC ELECTRICAL ENGINEERING,KULSHRESHTHA D,RIT,RIT
2023-04-05 15:23:13,UEYDK2,ICJDNV,ME,UG,Other,-129.0000,,,,,
2023-04-05 15:24:53,6LMQJT,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,92793,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-04-05 15:25:08,6LMQJT,ICJDNV,UNDER GRADUATION(UG),UG,Other,-13.0000,,,,,
2023-04-05 15:29:21,1OGR9B,ICJDNV,CHEM,UG,Renew,-,97689,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2023-04-05 15:29:45,1OGR9B,ICJDNV,CHEM,UG,Check in,-,92708,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-04-05 15:30:29,UEYDK2,ICJDNV,ME,UG,Check in,-,92176,BASIC ELECTRICAL ENGINEERING,KULSHRESHTHA D,RIT,RIT
2023-04-05 15:30:38,UEYDK2,ICJDNV,ME,UG,Check in,-,66732,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2023-04-05 15:30:43,UEYDK2,ICJDNV,ME,UG,Check in,-,92748,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-04-05 15:31:00,UEYDK2,ICJDNV,ME,UG,Check out,,92869,CALCULUS,THOMAS J R,RIT,RIT
2023-04-05 15:37:04,2PRQT7,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,94956,CORE JAVA VOL-1-FUNDAMENTALS,"HORSTMANN, CAY S",RIT,RIT
2023-04-05 15:37:26,2PRQT7,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,57126,COMPUTER SCIENCE A STRUCTURED APPROACH USING C++,"FOROUZAN, BEHROUZ A",RIT,RIT
2023-04-05 15:38:22,2PRQT7,ICJDNV,UNDER GRADUATION(UG),UG,Other,-94.0000,,,,,
2023-04-05 15:47:44,KGFQPZ,ICJDNV,CSE,UG,Check out,,53794,DIGITAL COMPUTER FUNDAMENTALS,"BARTEE, THOMAS",RIT,RIT
2023-04-05 15:52:30,66ZPCG,ICJDNV,UNDER GRADUATION(UG),ST,Renew,-,DB2253,COMPUTER ORGANIZATION,"HAMACHER, CARL",RIT,RIT
2023-04-05 15:56:38,66ZPCG,ICJDNV,UNDER GRADUATION(UG),ST,Other,-65.0000,,,,,
2023-04-05 16:08:58,GCXZXR,ICJDNV,MCA,PG,Check in,-,MC3785,TECHNICAL COMMUNICATION: PRINCIPLES AND PRACTICE,"MEENAKSHI, RAMAN",RIT,RIT
2023-04-05 16:09:08,GCXZXR,ICJDNV,MCA,PG,Check in,-,MC3746,DISCRETE AND COMBINATORIAL MATHEMATICS,GRIMALDI RALPH,RIT,RIT
2023-04-05 16:12:59,GCXZXR,ICJDNV,MCA,PG,Other,-46.0000,,,,,
2023-04-05 16:16:42,XXKYSA,9SAGY1,ARCH,TS,Check in,-,85922,ELEMENT OF SPACEMAKING,Y. PANDYA,RIT,RIT
2023-04-05 16:17:15,XXKYSA,9SAGY1,ARCH,TS,Check in,-,60893,SUSTAINABLE DESIGN: TOWARDS NEW ETHIC IN ARCHITECTURE AND TOWN PLANNING,"CONTAL, MARIE-HELENE",RIT,RIT
2023-04-05 16:22:13,QNT6RA,ICJDNV,CSE,ST,Check out,,93871,ADVANCED CALCULUS AND NUMERICAL METHODS,CHANDRASHEKAR K S,RIT,RIT
2023-04-05 16:24:35,Z19OGE,ICJDNV,UNDER GRADUATION(UG),ST,Renew,-,88521,OP AMPS AND LINEAR INTEGRATED CIRCUITS,GAYAKWAD,RIT,RIT
2023-04-05 16:25:31,Z19OGE,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,70959,DIGITAL PRINCIPLES AND DESIGN,"GIVONE, DONALD D",RIT,RIT
2023-04-05 16:25:33,Z19OGE,ICJDNV,UNDER GRADUATION(UG),ST,Renew,-,DB2432,ELECTRONIC DEVICES AND CIRCUITS,"BOYLESTAD, ROBERT, L.",RIT,RIT
2023-04-05 16:26:03,Z19OGE,ICJDNV,UNDER GRADUATION(UG),ST,Check out,,70959,DIGITAL PRINCIPLES AND DESIGN,"GIVONE, DONALD D",RIT,RIT
2023-04-05 16:26:27,46D0GU,ICJDNV,CSE,UG,Check in,-,67203,COMPUTER SCIENCE A STRUCTURED PROGRAMMING APPROACH USING C,FOROUZAN BEHROUZ A,RIT,RIT
2023-04-05 16:27:20,JYQ0V0,ICJDNV,MBA,PG,Check out,,MB7418,INDUSTRIAL RELATIONS AND LABOUR LAWS,MONAPPA,RIT,RIT
2023-04-05 16:27:29,JYQ0V0,ICJDNV,MBA,PG,Check out,,37876,ORGANIZATIONAL BEHAVIOR,"HELLRIEGEL, DON",RIT,RIT
2023-04-05 16:28:31,46D0GU,ICJDNV,CSE,UG,Other,-11.0000,,,,,
2023-04-05 16:40:32,DEV6WH,ICJDNV,CSE,UG,Renew,-,92476,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-04-05 16:41:00,DEV6WH,ICJDNV,CSE,UG,Renew,-,92649,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-04-05 16:47:07,2JBV4M,ICJDNV,MCA,PG,Check in,-,MC605,COMPUTER ORGANIZATION,"HAMACHER, V CARL",RIT,RIT
2023-04-05 16:47:18,5RQXBK,ICJDNV,MCA,PG,Check in,-,MC3806,HTML: BALCK BOOK,HOLZNER STEVEN,RIT,RIT
2023-04-05 16:47:27,2JBV4M,ICJDNV,MCA,PG,Check in,-,MC3896,DISCRETE AND COMBINATORIAL MATHEMATICS: AN APPLIED INTRODUCTION,"GRIMALDI, RALPH P",RIT,RIT
2023-04-05 16:49:24,5RQXBK,ICJDNV,MCA,PG,Other,-19.0000,,,,,
2023-04-05 16:51:14,WOXRNT,ICJDNV,ME,UG,Check out,,33858,ENGINEERING MATHEMATICS (FOR I SEM. BE),"RAMAMURTHY, K",RIT,RIT
2023-04-05 16:52:20,2JBV4M,ICJDNV,MCA,PG,Other,-13.0000,,,,,
2023-04-05 16:58:43,6LMQJT,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,92693,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2023-04-05 16:58:54,6LMQJT,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,93383,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2023-04-05 17:38:09,PW7226,ICJDNV,ELECTRICAL&ELECTRONICS ENGG,ST,Renew,-,77301,COMPUTER TECHNIQUES IN POWER SYSTEM ANALYSIS,PAI,RIT,RIT
2023-04-05 17:38:15,PW7226,ICJDNV,ELECTRICAL&ELECTRONICS ENGG,ST,Renew,-,DB3297,DIGITAL SIGNAL PROCESSING,GANESH RAO D,RIT,RIT
2023-04-05 17:51:49,2PRQT7,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,78170,HIGHER ENGINEERING MATHEMATICS,GREWAL,RIT,RIT
2023-04-05 17:53:33,2PRQT7,ICJDNV,UNDER GRADUATION(UG),UG,Other,-78.0000,,,,,
2023-04-05 18:52:54,FWJ58P,ICJDNV,ME,UG,Check in,-,34268,ENGINEERING MATHEMATICS : PART B (FOR III SEM. BE CSE & ISE),"RUDRAIAH, N",RIT,RIT
2023-04-05 18:53:39,FWJ58P,ICJDNV,ME,UG,Check out,,34268,ENGINEERING MATHEMATICS : PART B (FOR III SEM. BE CSE & ISE),"RUDRAIAH, N",RIT,RIT
2023-04-05 18:54:26,TFSX8I,ICJDNV,,UG,Renew,-,98718,HIGHER ENGINEERING MATHEMATICS,B. V. RAMANA,RIT,RIT
2023-04-06 09:21:47,5SE2K1,ICJDNV,,UG,Renew,-,65895,STRENGTH OF MATERIALS IN IS UNITS,BASAVARAJAIAH,RIT,RIT
2023-04-06 09:21:54,5SE2K1,ICJDNV,,UG,Renew,-,89063,A TEXTBOOK OF FLUID MECHANICS AND HYDRAULIC MACHINES,"BANSAL,R K",RIT,RIT
2023-04-06 09:22:24,5SE2K1,ICJDNV,,UG,Check in,-,54637,STRENGANTH OF MATERIALS,RATTAN S S,RIT,RIT
2023-04-06 09:29:49,3E2FFA,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,85248,OBJECTIVE GENERAL ENGLISH,AGGARWAL R S,RIT,RIT
2023-04-06 09:30:14,3E2FFA,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,75140,KAS GENERAL STUDIES PAPER 1 & 2 PRELIMINARY EXAMS,SUBRAMANI A,RIT,RIT
2023-04-06 09:58:34,0U7ALF,ICJDNV,UNDER GRADUATION(UG),ST,Renew,-,70584,A TEXTBOOK OF FLUID MECHANICS,"BANSAL, R K",RIT,RIT
2023-04-06 09:58:39,0U7ALF,ICJDNV,UNDER GRADUATION(UG),ST,Renew,-,94062,UNIT OPERATIONS-I: FLUID FLOW & MECHANICAL OPERATIONS,"GAVHANE, K A",RIT,RIT
2023-04-06 10:07:21,KQQP33,ICJDNV,CIVIL ENGINEERING,ST,Check out,,89801,HIGHWAY MATERIALS AND PAVEMENT TESTING,KHANNA S K,RIT,RIT
2023-04-06 10:07:57,9ROP17,ICJDNV,MBA,PG,Renew,-,MB6525,FINANCIAL MANAGEMENT,"PANDEY, I. M.",RIT,RIT
2023-04-06 10:09:18,9ROP17,ICJDNV,MBA,PG,Other,-2.0000,,,,,
2023-04-06 10:37:58,FQGJ6X,ICJDNV,UNDER GRADUATION(UG),ST,Check out,,84449,WATER SUPPLY ENGINEERING,.P.N .MODI&DR.S.M SETH,RIT,RIT
2023-04-06 10:39:23,TF383U,ICJDNV,UNDER GRADUATION(UG),ST,Check out,,94462,ENVIRONMENTAL ENGINEERING-I WATER SUPPLY ENGINEERING,PUNMIA B C,RIT,RIT
2023-04-06 10:39:54,OMA0X6,RG236T,PG,PG,Check out,,MC3854,COMPUTER ORGANIZATION,HAMACHER CARL,RIT,RIT
2023-04-06 10:44:05,TF383U,ICJDNV,UNDER GRADUATION(UG),ST,Other,-18.0000,,,,,
2023-04-06 10:47:19,6E5HND,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,DB5497,ENGINEERING PHYSICS,"GAUR R K, GUPTA S L",RIT,RIT
2023-04-06 10:47:32,6E5HND,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,94881,ENGLISH LANGUAGE AND COMMUNICATION SKILLS FOR ENGINEERS,"SANJAY KUMAR, PUSHP LATA",RIT,RIT
2023-04-06 10:47:46,6E5HND,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93415,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2023-04-06 10:48:55,B2IWTA,ICJDNV,,PG,Check in,-,71098,FINITE ELEMENT ANALYSIS : THEORY AND PROGRAMMING,"KRISHNAMOORTHY, C S",RIT,RIT
2023-04-06 10:49:11,B2IWTA,ICJDNV,,PG,Check in,-,71731,METAL CUTTING PRINCIPLES,SHAW MILTON C,RIT,RIT
2023-04-06 10:49:19,B2IWTA,ICJDNV,,PG,Check in,-,68866,MANUFACTURING PROCESSES FOR ENGINEERING MATERIALS,"KALPAKJIAN, SEROPE",RIT,RIT
2023-04-06 10:51:45,B2IWTA,ICJDNV,,PG,Other,-21.0000,,,,,
2023-04-06 10:51:52,6E5HND,ICJDNV,UNDER GRADUATION(UG),UG,Other,-6.0000,,,,,
2023-04-06 10:53:48,HY9R7U,ICJDNV,ARCH,TS,Check out,,97210,RESEARCH METHODOLOGY : A STEP-BY-STEP GUIDE FOR BEGINNERS,"KUMAR, RANJIT",RIT,RIT
2023-04-06 10:56:20,O1WWQ0,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,95005,INTRODUCTION TO ROBOTICS,SAHA S K,RIT,RIT
2023-04-06 10:56:56,CF1DEN,1XLMV2,PG,PG,Check in,-,MB7695,FINANCIAL ACCOUNTING FOR MANAGERS,NARAYANSWAMY,RIT,RIT
2023-04-06 11:01:28,L8Y7NA,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,98487,ENGINEERING MATHEMATICS,SRIMANTA PAL & SUBODH C BHUNIA,RIT,RIT
2023-04-06 11:10:43,N28CA5,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,76784,A TEXTBOOK OF ENGINEERING PHYSICS,AVADHANULU,RIT,RIT
2023-04-06 11:12:11,N28CA5,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,34820,JAVA 2 : COMPLETE REFERENCE,"SCHILDT, HERBERT",RIT,RIT
2023-04-06 11:12:28,N28CA5,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,74608,COMPUTER SCIENCE : A STRUCTURED PROGRAMMING APPROACH USING C,"FOROUZAN, BEHRO",RIT,RIT
2023-04-06 11:13:51,N28CA5,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,62125,SOLID STATE PHYSICS,PILLAI S O,RIT,RIT
2023-04-06 11:19:09,N28CA5,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,74608,COMPUTER SCIENCE : A STRUCTURED PROGRAMMING APPROACH USING C,"FOROUZAN, BEHRO",RIT,RIT
2023-04-06 11:20:47,N28CA5,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,95656,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-04-06 11:22:26,N28CA5,ICJDNV,UNDER GRADUATION(UG),UG,Other,-5.0000,,,,,
2023-04-06 11:25:51,MB4C6G,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,97625,CRADLE TO CRADLE : REMAKING THE WAY WE MAKE THINGS,"MCDONOUGH, WILLIAM",RIT,RIT
2023-04-06 11:27:32,O4X79U,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,67167,CLOUD COMPUTING: THEORY AND PRACTICE,"MARINESCU, DAN C",RIT,RIT
2023-04-06 11:30:19,7PWUKH,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,78603,MODERN POWER SYSTEM ANALYSIS,KOTHARI,RIT,RIT
2023-04-06 12:04:05,ZQS4RA,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93670,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2023-04-06 12:04:16,ZQS4RA,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,71915,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-04-06 12:04:26,ZQS4RA,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93849,CALCULUS AND LINEAR ALGEBRA,CHANDRASHEKAR D S,RIT,RIT
2023-04-06 12:10:21,2RND22,ICJDNV,,TS,Check out,,89233,ADVANCED MECHANICS OF SOLIDS,SRINATH,RIT,RIT
2023-04-06 12:11:59,8DZS1P,ICJDNV,CSE,UG,Check out,,DB2328,COMPUTER ORGANIZATION,"KRISHNANANDA, L.",RIT,RIT
2023-04-06 12:24:51,CXKW14,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,67210,COMPUTER SCIENCE A STRUCTURED PROGRAMMING APPROACH USING C,FOROUZAN BEHROUZ A,RIT,RIT
2023-04-06 12:25:23,CXKW14,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,95721,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-04-06 12:33:28,UESXE4,ICJDNV,CSE_CY,UG,Check in,-,76705,A DETAILED TEXT BOOK OF ENGINEERING PHYSICS,BASAVARAJ,RIT,RIT
2023-04-06 12:33:38,UESXE4,ICJDNV,CSE_CY,UG,Check in,-,81080,OOPS USING C++ AND JAVA,BALAGURUSAMY,RIT,RIT
2023-04-06 12:33:44,UESXE4,ICJDNV,CSE_CY,UG,Check in,-,74594,COMPUTER SCIENCE : A STRUCTURED PROGRAMMING APPROACH USING C,"FOROUZAN, BEHRO",RIT,RIT
2023-04-06 12:34:12,UESXE4,ICJDNV,CSE_CY,UG,Check out,,74594,COMPUTER SCIENCE : A STRUCTURED PROGRAMMING APPROACH USING C,"FOROUZAN, BEHRO",RIT,RIT
2023-04-06 12:34:17,UESXE4,ICJDNV,CSE_CY,UG,Check out,,81080,OOPS USING C++ AND JAVA,BALAGURUSAMY,RIT,RIT
2023-04-06 12:34:28,UESXE4,ICJDNV,CSE_CY,UG,Check out,,76705,A DETAILED TEXT BOOK OF ENGINEERING PHYSICS,BASAVARAJ,RIT,RIT
2023-04-06 12:48:39,Y5MNQ0,ICJDNV,AIDS,UG,Check in,-,84577,DATA STRUCTURES USING C AND C++,"LANGSAM, YEDIDYAH",RIT,RIT
2023-04-06 12:49:00,Y5MNQ0,ICJDNV,AIDS,UG,Renew,-,59246,INTRODUCTION TO DATABASE SYSTEMS,"DATE, C J",RIT,RIT
2023-04-06 12:49:12,9KDC21,ICJDNV,AIDS,UG,Renew,-,80884,INTRODUCTION TO DATABASE SYSTEMS,"DATE, C J",RIT,RIT
2023-04-06 12:49:58,7SDYSE,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,71942,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-04-06 12:50:11,7SDYSE,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93707,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2023-04-06 12:51:06,CEYC2X,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,97682,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2023-04-06 12:51:39,CEYC2X,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93667,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2023-04-06 12:53:58,SPIRNO,ICJDNV,UNDER GRADUATION(UG),ST,Check in,-,96264,GATE-2021 MECHANICAL ENGINEERING 34 YEARS SOLVED PAPERS,G.K.PUBLICATIONS,RIT,RIT
2023-04-06 12:54:31,4TYAPU,ICJDNV,UNDER GRADUATION(UG),ST,Check out,,45999,SIGNALS AND SYSTEMS,GANESH RAO D,RIT,RIT
2023-04-06 12:55:36,SPIRNO,ICJDNV,UNDER GRADUATION(UG),ST,Other,-29.0000,,,,,
2023-04-06 13:05:07,E715KR,ICJDNV,MBA,PG,Check in,-,MB7691,FINANCIAL ACCOUNTING FOR MANAGERS,NARAYANSWAMY,RIT,RIT
2023-04-06 13:05:35,94MFHA,ICJDNV,MCA,PG,Check in,-,MC2688,COMPUTER ORGANIZATION,"HAMACHER, V CARL",RIT,RIT
2023-04-06 13:06:09,94MFHA,ICJDNV,MCA,PG,Check in,-,MC3969,UNIX: CONCEPTS AND APPLICATIONS,"DAS, SUMITHABHA",RIT,RIT
2023-04-06 13:06:16,94MFHA,ICJDNV,MCA,PG,Check in,-,MC3744,DISCRETE AND COMBINATORIAL MATHEMATICS,GRIMALDI RALPH,RIT,RIT
2023-04-06 13:07:08,JQ0U0G,9GC05Z,MCA,PG,Check in,-,MC3952,ETHICS IN INFORMATION TECHNOLOGY,REYNOLDS GEORGE W,RIT,RIT
2023-04-06 13:08:37,94MFHA,ICJDNV,MCA,PG,Other,-9.0000,,,,,
2023-04-06 13:09:35,USIO1W,QNHPPP,MCA,PG,Check in,-,MC5046,Operating Systems Principles,"Abraham Silberschatz, Peter Baer Galvin, Greg Gagne",RIT,RIT
2023-04-06 13:09:42,USIO1W,QNHPPP,MCA,PG,Check in,-,MC2111,DATA STRUCTURES APSEUDOCOCLE APPROACH WITH C,GILBERG RICHARD AND FOROUZAN B,RIT,RIT
2023-04-06 13:12:27,DWWIIX,ICJDNV,MCA,PG,Other,-1.0000,,,,,
2023-04-06 13:19:18,74GZJI,ICJDNV,CSE_CY,UG,Renew,-,93774,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
2023-04-06 13:28:03,74GZJI,ICJDNV,CSE_CY,UG,Other,-7.0000,,,,,
2023-04-06 13:33:20,WOXRNT,ICJDNV,ME,UG,Renew,-,97692,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2023-04-06 13:39:38,WOXRNT,ICJDNV,ME,UG,Other,-17.0000,,,,,
2023-04-06 13:39:44,TFSX8I,ICJDNV,,UG,Check in,-,19881,STRENGTH OF MATERIALS MKS AND SI UNITS,KHURMI R S,RIT,RIT
2023-04-06 14:37:46,MXG3SS,ICJDNV,CSE_CY,UG,Check in,-,94292,PYTHON FOR DATA ANALYSIS,"MCKINNEY, WES",RIT,RIT
2023-04-06 14:38:07,XXKYSA,9SAGY1,ARCH,TS,Check in,-,95577,CLIMATE RESPONSIVE ARCHITECTURE,"KRISHAN, ARVIND, BAKER",RIT,RIT
2023-04-06 14:38:13,MXG3SS,ICJDNV,CSE_CY,UG,Renew,-,50958,COMPUTER NETWORK SECURITY,"MIGGA KIZZA, JOSEPH",RIT,RIT
2023-04-06 14:38:18,MXG3SS,ICJDNV,CSE_CY,UG,Renew,-,95829,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-04-06 14:38:38,MXG3SS,ICJDNV,CSE_CY,UG,Renew,-,49324,ELECTRONIC CIRCUITS: FUNDAMENTALS AND APPLICATIONS,"TOOLEY, MIKE",RIT,RIT
2023-04-06 14:46:43,NKGPAG,ICJDNV,UNDER GRADUATION(UG),ST,Renew,-,92418,KANNADA KALI,HALEMANE LINGADVARU,RIT,RIT
2023-04-06 14:47:03,NKGPAG,ICJDNV,UNDER GRADUATION(UG),ST,Renew,-,95899,BALAKE KANNADA,THIMMESHA L,RIT,RIT
2023-04-06 14:50:27,2AB8LW,ICJDNV,,PG,Renew,-,91205,ESSENTIALS OF ELECTRONIC TESTING FOR DIGITAL MEMORY & MIXED SIGNAL VLSI CIRCUITS,"BUSHNELL, MICHAEL L",RIT,RIT
2023-04-06 14:51:35,NKGPAG,ICJDNV,UNDER GRADUATION(UG),ST,Other,-6.0000,,,,,
2023-04-06 14:52:35,TLSAKJ,ICJDNV,AIML,UG,Check in,-,69514,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-04-06 14:55:31,TLSAKJ,ICJDNV,AIML,UG,Other,-14.0000,,,,,
2023-04-06 14:58:00,44MOCJ,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,67431,PROGRAMMING IN C,"THAREJA, REEMA",RIT,RIT
2023-04-06 14:58:43,DNJ5E5,ICJDNV,EC,UG,Renew,-,98886,Control Systems Engineering,"J. Nagrath and M. Gopal,",RIT,RIT
2023-04-06 14:58:47,D5IYS4,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,71890,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2023-04-06 14:58:54,DNJ5E5,ICJDNV,EC,UG,Renew,-,46000,ELECTRONIC CIRCUITS,SUDHAKAR SAMUEL R D,RIT,RIT
2023-04-06 14:59:01,DNJ5E5,ICJDNV,EC,UG,Renew,-,82625,OBJECT ORIENTED PROGM.WITH C++,BALAGURUSAMY,RIT,RIT
2023-04-06 15:00:24,06O95T,ICJDNV,UNDER GRADUATION(UG),UG,Check out,,95663,SAAMSKRITIKA KANNADA,BORALINGIAH H C,RIT,RIT
2023-04-06 15:00:51,YRD47C,ICJDNV,UNDER GRADUATION(UG),UG,Renew,-,93718,BASIC ELECTRICAL ENGINEERING,RAO M V,RIT,RIT
2023-04-06 15:01:50,YRD47C,ICJDNV,UNDER GRADUATION(UG),UG,Check in,-,93733,CONSTITUTION OF INDIA,PHANEESH,RIT,RIT
