Date,Card Number,Name,Department,Category,Transaction,Amount,Barcode,Title,Author,homebranch,holdingbranch
2024-11-08 13:13:34,VB8J9J,EQLDM2,CSE,ST,Check in,-,100025,OPERATING SYSTEM CONCEPT,"SILBERSCHATZ , ABRAHAM GALVIN , PETER BAER, GREG GAGNE",RIT,RIT
2024-11-08 13:14:12,AYJAML,Y3R2QZ,BT,ST,Check in,-,68256,STOICHIOMETRY,"BHARAT I, BHATT",RIT,RIT
2024-11-08 13:14:31,AYJAML,Y3R2QZ,BT,ST,Renew,-,78531,MICROBIOLOGY,PELCZAR,RIT,RIT
2024-11-08 13:15:39,ST247R,HTRVWX,CSE,UG,Check out,-,99871,OPERATING SYSTEM,"STALLINGS,WILLIAM",RIT,RIT
2024-11-08 13:15:46,ST247R,HTRVWX,CSE,UG,Check out,-,75428,SOFTWARE ENGINEERING,"SOMMERVILLE, IAN",RIT,RIT
2024-11-08 13:16:30,0GZ1VL,7T1FL2,CSE,ST,Check out,-,100947,FUNDAMENTALS OF DATA STRUCTURES IN C,HOROWITZ ELLIS SAHNI SARTAJ,RIT,RIT
2024-11-08 13:16:49,0GZ1VL,7T1FL2,CSE,ST,Check out,-,91688,HEAD FIRST DESIGN PATTERNS,"FREEMAN,ERIC",RIT,RIT
2024-11-08 13:25:22,BV6B4X,G2NF14,UNDER GRADUATION(UG),UG,Check out,-,100287,DATA COMMUNICATION AND NETWORKING WITH TCP/IP PROTOCOL SUITE,"FOROUZAN, BEHROOZ A",RIT,RIT
2024-11-08 13:26:12,4A2FAB,WZ4HFK,UNDER GRADUATION(UG),UG,Check out,-,99530,FUNDAMENTALS OF DATABASE SYSTEMS,ELMASRI AND NAVATHE,RIT,RIT
2024-11-08 13:28:27,GKEVOJ,2AQ6CF,CSE_CY,ST,Check in,-,DB6773,DATABASE MANAGEMENT SYSTEM,GILL P S,RIT,RIT
2024-11-08 13:28:45,GKEVOJ,2AQ6CF,CSE_CY,ST,Check out,-,DB6773,DATABASE MANAGEMENT SYSTEM,GILL P S,RIT,RIT
2024-11-08 13:42:04,Z612KH,381H2H,MECH,UG,Check out,-,DB3997,ENGINEERING GRAPHICS,"GOPALAKRISHNA, K. R.",RIT,RIT
2024-11-08 13:42:42,40WE6A,7Q2YI0,MECH,UG,Check out,-,DB2371,ENGINEERING GRAPHICS,"GOPALAKRISHNA, K. R.",RIT,RIT
2024-11-08 13:53:12,0O6C9A,4L1I30,MBA,PG,Check out,-,MB8174,CONSUMER BEHAVIOR,"SCHIFFMAN, LEON G",RIT,RIT
2024-11-08 14:01:47,RK61YE,8LLBUF,ME,ST,Renew,-,87980,HIGHER ENGINEERING MATHEMATICS,GREWAL,RIT,RIT
2024-11-08 14:01:59,RK61YE,8LLBUF,ME,ST,Renew,-,70608,A TEXTBOOK OF ENGINEERING THERMODYNAMICS,"RAJPUT, R K",RIT,RIT
2024-11-08 14:03:40,TC2FBI,OTOYY8,UNDER GRADUATION(UG),UG,Check in,-,41054,CHEMICAL REACTION ENGINEERING,"LEVENSPIEL, OCTAVE",RIT,RIT
2024-11-08 14:08:31,LZLQI0,NE1X2Q,UNDER GRADUATION(UG),UG,Check out,-,82498,DATA COMM.& NETW.5E GLOBAL ED,FOROUZAN,RIT,RIT
2024-11-08 14:10:00,TC2FBI,OTOYY8,UNDER GRADUATION(UG),UG,Other,-741.0000,,,,,
2024-11-08 14:13:18,VTX8NG,2XWER8,AIML,UG,Check in,-,98226,Thomas' calculus,,RIT,RIT
2024-11-08 14:16:14,ADTSAG,ML7UP3,UNDER GRADUATION(UG),UG,Check out,-,100267,DATA COMMUNICATION AND NETWORKING WITH TCP/IP PROTOCOL SUITE,"FOROUZAN, BEHROOZ A",RIT,RIT
2024-11-08 14:19:13,RECS3V,HNJO68,CSE,ST,Check out,-,ST1040,JAVA THE COMPLETE REFERENCE,SCHILDT HERBERT,RIT,RIT
2024-11-08 14:19:20,RECS3V,HNJO68,CSE,ST,Check out,-,ST106,FUNDAMENTALS OF DATA STRUCTURS WITH C,NANDAGOPALAN S,RIT,RIT
2024-11-08 14:30:27,BRDJQB,KGC71V,EIE,ST,Check out,-,63884,ILLUSTRATED TO LOGIC DESIGN,SAMUEL SUDHAKAR R D,RIT,RIT
2024-11-08 14:33:25,BHYWYH,4XH5AB,,ST,Check out,-,60945,UNIX PROGRAMMING: THE FIRST DRIVE,"SAURABH, KUMAR",RIT,RIT
2024-11-08 14:45:50,AAN6S1,UPIZ3M,ISE,ST,Renew,-,100128,FUNDAMENTALS OF DATA STRUCTURES IN C,"HOROWITZ, ELLIS SAHNI,SARTAJ ANDERSON, FREED",RIT,RIT
2024-11-08 14:48:22,AAN6S1,UPIZ3M,ISE,ST,Other,-19.0000,,,,,
2024-11-08 14:48:58,WB34M4,Z5LXIP,ISE,ST,Check out,-,99944,OPERATING SYSTEM CONCEPT,"SILBERSCHATZ , ABRAHAM GALVIN , PETER BAER, GREG GAGNE",RIT,RIT
2024-11-08 14:49:54,DYYMMT,QIQZ5O,ISE,ST,Check out,-,98893,Operating system concepts /,"Silberschatz, Abraham.",RIT,RIT
2024-11-08 14:50:36,77X2RA,1HSBGC,ISE,ST,Check out,-,100069,DATA STRUSTURES USING C & C++,"LANGSAM, YEDIDYAH, AUGENSTEIN, MOSHE J, TENENBAUM AARDN",RIT,RIT
2024-11-08 14:50:41,77X2RA,1HSBGC,ISE,ST,Check out,-,98915,Operating system concepts /,"Silberschatz, Abraham.",RIT,RIT
2024-11-08 14:51:08,9X6VWL,8ANJ6O,ECE,ST,Renew,-,69587,DIGITAL DESIGN: WITH AN INTRODUCTION TO THE VERILOG HDL,"MANO, MORRIS M, CILETTI, MICHAEL D",RIT,RIT
2024-11-08 15:04:42,CAOJPM,BFFWZ5,CSE_AIML,UG,Check out,-,67427,PROGRAMMING IN ANSI C,BALAGURSAMY E,RIT,RIT
2024-11-08 15:19:53,JWUP1D,UM483R,IEM,ST,Renew,-,39528,DISCRETE-EVENT SYSTEM SIMULATION,"BANKS, JERRY",RIT,RIT
2024-11-08 15:20:04,H588BN,P9SX35,CSE_CY,UG,Check out,-,92788,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2024-11-08 15:25:03,3611NU,9H5OEZ,CV,ST,Check out,-,64604,STRENGTH OF MATERIALS,"BASAVARAJAIAH, B S",RIT,RIT
2024-11-08 15:25:16,8SOS3Q,KZ27ZY,ISE,ST,Check in,-,87099,ARTIFICIAL INTELLIGENCE A MODERN APPROACH,RUSSELL,RIT,RIT
2024-11-08 15:26:04,8SOS3Q,KZ27ZY,ISE,ST,Renew,-,100082,"INTRODUCTION TO AUTOMATA THEORY, LANGUAGES AND COMPUTATION","HOPCROFT, JOHN.E. MOTWANI, RAJEEV ULLMAN, JEFFEREY D",RIT,RIT
2024-11-08 15:29:48,M7O2WD,LLDUAV,UNDER GRADUATION(UG),UG,Check in,-,22291,NTRODUCTION TO MICROPROCESSOR SYSTEM DESIGN,"GORLAND, BARRY",RIT,RIT
2024-11-08 15:36:31,HEDXNY,IKKJP5,CSE_AIML,UG,Check out,-,91862,GATE: 2020COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,PUBLICATIONS G K,RIT,RIT
2024-11-08 15:37:19,BZWFAK,H9YQSL,CSE_AIML,UG,Check out,-,91879,GATE: 2020COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,PUBLICATIONS G K,RIT,RIT
2024-11-08 15:40:52,1KLWPL,7536WM,MCA,PG,Check in,-,MC4522,Machine Learning,"Srinivasaraghavan, Anuradha and Joseph,Vincy",RIT,RIT
2024-11-08 15:41:10,CVKJ95,76GGBL,IEM,ST,Check in,-,BB171,ENGINEERING MATHEMATICS -1,CHANDRASHEKAR K S.,RIT,RIT
2024-11-08 15:41:39,1KLWPL,7536WM,MCA,PG,Check out,-,66936,CLOUD COMPUTING: THEORY AND PRACTICE,"MARINESCU, DAN",RIT,RIT
2024-11-08 15:43:27,CVKJ95,76GGBL,IEM,ST,Other,-25.0000,,,,,
2024-11-08 15:45:36,CVKJ95,76GGBL,IEM,ST,Other,-130.0000,,,,,
2024-11-08 15:54:09,41D1TA,FQZOQF,TS,TS,Check out,-,81177,SOFTWARE TESTING PRINCIPLES AND PRACTICES,DESIKAN,RIT,RIT
2024-11-08 15:54:20,41D1TA,FQZOQF,TS,TS,Check out,-,79095,SOFTWARE TESTING A CRAFTSMSNS APPROACH,JORGENSEN,RIT,RIT
2024-11-08 16:10:17,N1DM2B,Z6K1Z9,BT,UG,Check out,-,101375,WEB PROGRAMMIMG WITH HTML 5.CSS AND JAVA SCRIPT,DEAN JHON,RIT,RIT
2024-11-08 16:12:16,Q5HYHV,FLYUZI,ISE,UG,Check out,-,101378,WEB PROGRAMMIMG WITH HTML 5.CSS AND JAVA SCRIPT,DEAN JHON,RIT,RIT
2024-11-08 16:13:38,B9IL68,5IJHW5,ISE,ST,Check out,-,98914,Operating system concepts /,"Silberschatz, Abraham.",RIT,RIT
2024-11-08 16:14:05,AAFHPU,8XV78W,CSE,UG,Check out,-,101029,INTRODUCTION TO COMPUTING & PROBLEM SOLVING USING PYTHON,BALAGURUSWAMY E,RIT,RIT
2024-11-08 16:18:31,MMC32D,AF9E3T,MD,UG,Check out,-,71924,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-11-08 16:19:33,R1A0TP,MQPEY1,BT,UG,Check out,-,71904,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-11-08 16:19:39,R1A0TP,MQPEY1,BT,UG,Check out,-,63189,COMPUTER BASICS AND C PROGRAMMING,RAJARAMAN V,RIT,RIT
2024-11-08 16:19:44,R1A0TP,MQPEY1,BT,UG,Check out,-,44725,TEXT BOOK OF ELEMENTS OF MECHANICAL ENGINEERING,"MURTHY, TRYMBAKA S",RIT,RIT
2024-11-08 16:19:48,R1A0TP,MQPEY1,BT,UG,Check out,-,66774,ENGINEERING MATHEMATICS - II,"CHANDRASHEKAR, K S",RIT,RIT
2024-11-08 16:20:52,BD18H2,OYKAAU,CSE_AIML,UG,Check out,-,100340,COMPUTER SCIENCE A STRUCTURCD PROGRAMMING APPROACH USING C,"FOROUZAN, BEHROOZ A, GILBERG, F RICHARD",RIT,RIT
2024-11-08 16:26:47,QNGNME,YDLMVN,CSE_CY,UG,Check out,-,100424,Kannada Kali Learn Kannada Through English with Hindi Transliteration,Kannakumari S,RIT,RIT
2024-11-08 16:29:33,IX6PJW,24RM43,CSE,ST,Check out,-,100762,FUNDAMENTALS OF DATA STRUCTURES IN C,HOROWITZ ELLIS SAHNI SARTAJ,RIT,RIT
2024-11-08 16:44:57,LHPUMW,9JM9PL,CSE,UG,Check in,-,92776,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2024-11-08 16:45:41,DL8R5O,TJ0O7C,CSE_AIML,UG,Check out,-,66637,TEXT BOOK OF ENGINEERING PHYSICS: FOR THE STUDENTS OF B.E.,AVADHANULA M N,RIT,RIT
2024-11-08 16:47:22,LHPUMW,9JM9PL,CSE,UG,Check out,-,100310,COMPUTER SCIENCE A STRUCTURCD PROGRAMMING APPROACH USING C,"FOROUZAN, BEHROOZ A, GILBERG, F RICHARD",RIT,RIT
2024-11-08 16:48:12,DL8R5O,TJ0O7C,CSE_AIML,UG,Check out,-,92291,BASIC ELECTRONICS: 1ST AND 2ND SEMESTER,NAGABHUSHAN M,RIT,RIT
2024-11-08 16:51:58,7KCEA9,DR8SCJ,ECE,ST,Renew,-,99371,DATA STRUCTURSE AND ALGORITHMS IN PYTHON,"GOODRICH,MICHAELI AND OTHERS",RIT,RIT
2024-11-08 17:02:46,8ET9EI,6GFNLE,UNDER GRADUATION(UG),ST,Check out,-,DB2489,WIRELESS COMMUNICATION: PRINCIPALS AND PRACTICE,"RAPPAPORT, THEODORE, S.",RIT,RIT
2024-11-08 17:04:38,BSQIVG,1NKKLC,ETE,UG,Check out,-,71929,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-11-08 17:20:23,1XMQMB,B2ZWBB,CSE_AIML,UG,Check out,-,67297,"INTRODUCTION TO AUTOMATA THEORY, LANGUAGES AND COMPUTATION",HOPCROFT J E,RIT,RIT
2024-11-09 08:56:59,E8HQ0H,ONWWWR,ME,ST,Check in,-,51785,MANUFACTURING PROCESS-I: CASING AND WELDING PROCESS,RADHAKRISHNA K,RIT,RIT
2024-11-09 09:00:14,8P40H9,64C4I1,TS,TS,Check in,-,94223,A TEXT BOOK OF CHEMICAL ENGINEERING THERMODYNAMICS,NARAYANAN K V,RIT,RIT
2024-11-09 09:33:54,17HOY3,P3R40T,MBT,PG,Other,-1.0000,,,,,
2024-11-09 10:24:35,OA75AQ,EGY7CM,UNDER GRADUATION(UG),ST,Renew,-,97908,GATE GENERAL APTITUDE & ENGINEERING MATHEMATICS 2022,TRISHNA,RIT,RIT
2024-11-09 10:24:46,OA75AQ,EGY7CM,UNDER GRADUATION(UG),ST,Renew,-,98094,"Wiley Acing the GATE: Mechanical Engineering,",Ajay Kumar Tamrakar and Dineshkumar Harursampath,RIT,RIT
2024-11-09 10:29:30,OFDFSX,6BJG0A,CSE,UG,Check out,-,99281,PROGRAMMING IN ANSI C++,"TRIVEDI,BHUSHAN",RIT,RIT
2024-11-09 10:29:40,OFDFSX,6BJG0A,CSE,UG,Check out,-,29202,PHYSICS FOR ENGINEERS,"SRINIVASAN, M R",RIT,RIT
2024-11-09 10:29:49,OFDFSX,6BJG0A,CSE,UG,Check out,-,66751,ENGINEERING MATHEMATICS-I,CHANDRASHEKAR K S,RIT,RIT
2024-11-09 10:30:27,Q9VC9S,Z96DOW,EIE,ST,Renew,-,100679,ELECTRIC CIRCUITS,ALEXANDER K CHARLES,RIT,RIT
2024-11-09 10:30:57,TEC151,3OMDDQ,ECE,ST,Renew,-,100680,ELECTRIC CIRCUITS,ALEXANDER K CHARLES,RIT,RIT
2024-11-09 10:35:56,YD6KLH,AN09MS,,ST,Check in,-,90874,STRENGTH OF MATERIALS IN SI UNITS REVISED,PATHAK S.S.,RIT,RIT
2024-11-09 10:36:14,YD6KLH,AN09MS,,ST,Check out,-,90856,STRENGTH OF MATERIALS,BASAVARAJAIAH AND MAHADEVAPPA,RIT,RIT
2024-11-09 10:36:32,YD6KLH,AN09MS,,ST,Renew,-,89408,FLUID MECHANICS AND HYDRAULIC MACHINES,SUBRAMANYA K,RIT,RIT
2024-11-09 10:37:22,Q5BYUI,AO29SU,CSE_CY,ST,Renew,-,79969,DATA STRUCTURES USING C,THAREJA REEMA,RIT,RIT
2024-11-09 10:37:42,Q5BYUI,AO29SU,CSE_CY,ST,Renew,-,99494,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI,RAMEZ AND NAVATHE SHAMKANT",RIT,RIT
2024-11-09 10:38:00,Q5BYUI,AO29SU,CSE_CY,ST,Renew,-,99824,COMPUTER ORGANIZATION AND ARCHITECTURE,"STALLINGS,WILLIAM",RIT,RIT
2024-11-09 10:38:20,B04RUD,3GT7JE,CSE_CY,ST,Renew,-,79960,DATA STRUCTURES USING C,THAREJA REEMA,RIT,RIT
2024-11-09 10:38:40,B04RUD,3GT7JE,CSE_CY,ST,Renew,-,99823,COMPUTER ORGANIZATION AND ARCHITECTURE,"STALLINGS,WILLIAM",RIT,RIT
2024-11-09 10:38:56,B04RUD,3GT7JE,CSE_CY,ST,Renew,-,99496,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI,RAMEZ AND NAVATHE SHAMKANT",RIT,RIT
2024-11-09 10:41:28,1IFZ6Q,WMINGG,UNDER GRADUATION(UG),UG,Check in,-,72280,THEORY OF COMPUTATION A PROBLEM SOLVING APPROACH,MAHESH,RIT,RIT
2024-11-09 10:43:10,DZ4D85,G9SPN0,CHEM,UG,Check in,-,89056,UNIT OPERATIONS OF CHEMICAL ENGINEERING,"MCCABE,WARREN L SMITH, JULIAN",RIT,RIT
2024-11-09 10:43:23,X0WGFT,PDXFCM,MBA,PG,Check out,-,MB8290,CONSUMER BEHAVIOR,"LEON SCHIFFMAN,LESLIE LAZAR KANUK",RIT,RIT
2024-11-09 10:47:17,R9SW2H,4ZEFXR,CSE,UG,Check in,-,93322,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2024-11-09 10:48:03,TVXUHG,C8ISKH,CSE_AIML,UG,Check in,-,DB6308,COMPILERS PRINCIPLER TECHVINER AND TOOLS,AHO ALFRED V AND OTHER,RIT,RIT
2024-11-09 10:48:40,Y86GJJ,PH4P35,UNDER GRADUATION(UG),UG,Check out,-,100917,DATA COMMUNICATION & NETWORKING,FOROUZA BEHROUZA,RIT,RIT
2024-11-09 10:49:07,0XYANM,X9MHCD,MCA,PG,Other,-10.0000,,,,,
2024-11-09 10:50:24,31DZI9,LRSYNC,UNDER GRADUATION(UG),UG,Renew,-,34622,"POWER ELECTRONICS : CIRCUITS, DEVICES AND APPLICATIONS","RASHID, MOHAMED H",RIT,RIT
2024-11-09 10:52:52,R9SW2H,4ZEFXR,CSE,UG,Check out,-,92806,PROGRAMMING IN ANSIC,BALAGURUSAMY E,RIT,RIT
2024-11-09 10:53:01,31DZI9,LRSYNC,UNDER GRADUATION(UG),UG,Other,-221.0000,,,,,
2024-11-09 10:53:44,F6WCHA,CDUFAC,,ST,Check out,-,76487,DATA STRUCTURES IN C,HOROWITZ ELLIS,RIT,RIT
2024-11-09 10:54:20,8MBHTN,BJ27WT,EIE,ST,Renew,-,72854,ELECTRONIC DEVICES AND CIRCUIT THEORY,ROBERT L. BOYLESTAD,RIT,RIT
2024-11-09 10:55:04,SYUN0R,UW8ISD,CSE_AIML,UG,Check out,-,99285,PROGRAMMING IN ANSI C++,"TRIVEDI,BHUSHAN",RIT,RIT
2024-11-09 10:55:16,SYUN0R,UW8ISD,CSE_AIML,UG,Check out,-,67424,PROGRAMMING IN ANSI C,BALAGURSAMY E,RIT,RIT
2024-11-09 10:55:22,BDM6I7,4SGXWK,MCA,PG,Other,-3.0000,,,,,
2024-11-09 10:55:58,GVD7XE,4DN8XL,UNDER GRADUATION(UG),ST,Check in,-,82032,DIGITAL DESIGN WITH AN INTRODUCTION TO THE VERILOG HDL,MANO,RIT,RIT
2024-11-09 10:56:34,G3OMSX,NQKOVH,ECE,ST,Renew,-,86450,HIGHER ENGINEERING MATHEMATICS,GREWAL,RIT,RIT
2024-11-09 10:56:54,PZDZ5G,13PWLV,,ST,Check in,-,50682,FUNDAMENTALS OF ELECTRONIC CIRCUITS,CHARLES K ALEXENDER,RIT,RIT
2024-11-09 10:57:26,Y3N4JS,OHQ9TM,UNDER GRADUATION(UG),ST,Renew,-,81965,VERILOG HDL : A GUIDE TO DIGITAL DESIGN AND SYNTHESIS,SAMIR PALNITKAR,RIT,RIT
2024-11-09 10:58:08,2PL5ON,JEP2O0,UNDER GRADUATION(UG),UG,Check out,-,99546,FUNDAMENTALS OF DATABASE SYSTEMS,ELMASRI AND NAVATHE,RIT,RIT
2024-11-09 10:58:31,VX61BS,IRH8KU,AIDS,ST,Renew,-,94249,DATA SCIENCE FROM SCRATCH: FIRST PRINCIPLES,"GRUS, JOEL",RIT,RIT
2024-11-09 10:59:23,DXHRBM,PNDMS5,CHEM,ST,Check in,-,89059,UNIT OPERATIONS OF CHEMICAL ENGINEERING,"MCCABE,WARREN L AND SMITH,JULIAN",RIT,RIT
2024-11-09 10:59:43,H0RKZU,2ZQ0DT,CHEM,ST,Check out,-,94054,UNIT OPERATIONS-I: FLUID FLOW & MECHANICAL OPERATIONS,"GAVHANE, K A",RIT,RIT
2024-11-09 11:02:08,YLWFF4,DQ9CJP,EEE,UG,Check in,-,92923,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-11-09 11:02:42,H0TBT0,F8A1B9,MCA,PG,Other,-2.0000,,,,,
2024-11-09 11:02:51,D8NHJC,3A91MA,EEE,ST,Check in,-,93347,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2024-11-09 11:05:43,YLWFF4,DQ9CJP,EEE,UG,Check out,-,97699,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-11-09 11:05:51,YLWFF4,DQ9CJP,EEE,UG,Check out,-,46111,"PRIMER ON CONSTITUTION OF INDIA AND PROFESSINAL ETHICS FOR I, II SEM STUDENTS",VTU,RIT,RIT
2024-11-09 11:07:13,5B3RZO,22NB58,CSE,UG,Check out,-,93363,HIGHER ENGINEERING MATHEMATICS,GREWAL B S,RIT,RIT
2024-11-09 11:07:43,11S86V,0ZD10C,EEE,ST,Check out,-,90316,FUNDAMENTALS OF LOGIC DESIGN,ROTH,RIT,RIT
2024-11-09 11:07:55,11S86V,0ZD10C,EEE,ST,Check out,25.0000,BB1097,HIGHER ENGINEERING MATHEMATICS,"GREWAL, B S",RIT,RIT
2024-11-09 11:10:47,DXHRBM,PNDMS5,CHEM,ST,Check out,-,94051,UNIT OPERATIONS-I: FLUID FLOW & MECHANICAL OPERATIONS,"GAVHANE, K A",RIT,RIT
2024-11-09 11:16:02,HH6AEF,ZBPYAP,ME,UG,Check out,-,DB5749,STRENGTH OF MATERIALS,DAS.JBK AND OTHERS,RIT,RIT
2024-11-09 11:23:39,WY6OJA,4GL3DP,CSE_AIML,ST,Check out,-,60585,COMPUTER ARCHITECTURE : A QUANTITATIVE APPROACH,"HENNESSY, JOHN L",RIT,RIT
2024-11-09 11:34:00,9Y10SM,XFLWH4,CSE,UG,Check out,-,DB5497,ENGINEERING PHYSICS,"GAUR R K, GUPTA S L",RIT,RIT
2024-11-09 11:34:43,PRA3WN,NV7YT8,BT,UG,Check out,-,86709,CHEMICAL REACTION ENGINEERING,LEVENSPIEL OCTAVE,RIT,RIT
2024-11-09 11:37:19,PKZK23,MJIIGW,CSE_CY,ST,Check out,-,99834,DATA STRUSTURES USING C & C++,"LANGSAM, YEDIDYAH, AUGENSTEIN, MOSHE J, TENENBAUM AARDN",RIT,RIT
2024-11-09 11:37:23,PKZK23,MJIIGW,CSE_CY,ST,Check out,-,69336,COMPUTER ORGANIZATION,"HAMACHER CARL, VRANESIC, ZVONK",RIT,RIT
2024-11-09 11:37:28,PKZK23,MJIIGW,CSE_CY,ST,Check out,-,65579,COMPUTER ORGANIZATION AND ARCHITECTURE: DESIGNING FOR PERFORMANCE,"STALLINGS, WILLIAM",RIT,RIT
2024-11-09 11:39:10,7BWY53,DRTFQN,CSE_CY,ST,Check out,-,24765,COMPUTER ORGANIZATION AND ARCHITECTURE : PRINCIPLES OF STRUCTURE AND FUNCTION,"STALLINGS, WILLIAM",RIT,RIT
2024-11-09 11:39:13,7BWY53,DRTFQN,CSE_CY,ST,Check out,-,99989,DATA STRUSTURES USING C & C++,"LANGSAM, YEDIDYAH, AUGENSTEIN, MOSHE J, TENENBAUM AARDN",RIT,RIT
2024-11-09 11:39:26,B4BHCV,A0QZM2,UNDER GRADUATION(UG),UG,Renew,-,98570,Power Electronics,Muhammad Rashid,RIT,RIT
2024-11-09 11:41:36,B4BHCV,A0QZM2,UNDER GRADUATION(UG),UG,Other,-17.0000,,,,,
2024-11-09 11:44:59,GKJ5PF,0QXJ88,MECH,ST,Check out,-,69826,FUNDAMENTALS OF ENGINEERING HEAT AND MASS TRANSFER,SACHDEVA R C,RIT,RIT
2024-11-09 11:47:08,BZ4MKS,1DXSTY,AIDS,ST,Check out,-,DB2288,FUNDAMENTALS OF DATABASE SYSTEMS,"ELMASRI, RAMEZ",RIT,RIT
2024-11-09 11:57:03,BQBTTM,0LNPFF,ECE,ST,Check out,-,89124,ELECTRONIC DEVICES AND CIRCUIT THEORY,"BOYLESTAD,ROBERT L AND NASHELSKY,LOUIS",RIT,RIT
2024-11-09 11:57:10,BQBTTM,0LNPFF,ECE,ST,Check out,-,91641,DIGITAL DESIGN WITH AN INTRODUCTION TO THE VERILOG HDL,"MANO, MORRIS M",RIT,RIT
2024-11-09 12:20:06,3PW5X6,8BZEE9,EEE,UG,Check out,-,97684,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-11-09 12:20:16,3PW5X6,8BZEE9,EEE,UG,Check out,-,76217,ENGINEERING CHEMISTRY,GADAG R V,RIT,RIT
2024-11-09 12:20:30,3PW5X6,8BZEE9,EEE,UG,Check out,-,63168,COMPUTER BASICS AND C PROGRAMMING,RAJARAMAN V,RIT,RIT
2024-11-09 12:20:50,EY3EHT,JM9JEQ,EEE,UG,Check out,-,97679,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-11-09 12:20:56,EY3EHT,JM9JEQ,EEE,UG,Check out,-,76197,ENGINEERING CHEMISTRY,GADAG R V,RIT,RIT
2024-11-09 12:24:11,4CSCOM,VO70LH,ETE,UG,Check in,-,99345,CYBER SECURITY:UNDERSTANDING CYBER CRIMES COMPUTER FORENSIES,"GODBOLE,NINA BERAPURE SUNIT",RIT,RIT
2024-11-09 12:29:59,UIT00Q,VXJQKF,UNDER GRADUATION(UG),UG,Check in,-,54049,MICROWAVE ENGINEERING,"DAS, ANNAPURNA",RIT,RIT
2024-11-09 12:31:45,5A2Z1H,XT5ZTO,MECH,UG,Check out,-,71919,PROGRAMMING IN C,THAREJA REEMA,RIT,RIT
2024-11-09 12:32:08,YJBJRT,IOT8TQ,EIE,UG,Check out,-,93668,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2024-11-09 12:32:16,YJBJRT,IOT8TQ,EIE,UG,Check out,-,98226,Thomas' calculus,,RIT,RIT
2024-11-09 12:34:59,YHQVA2,W83QK4,UNDER GRADUATION(UG),ST,Check in,-,96094,CAT DATA INTERPRETATION AND LOGICAL REASONING 2021,GAUTAM PURI,RIT,RIT
2024-11-09 12:35:06,YHQVA2,W83QK4,UNDER GRADUATION(UG),ST,Check in,-,96103,CAT-2021-VERBAL ABILITY & READING COMPREHENSION MBA,GAUTAM PURI,RIT,RIT
2024-11-09 12:35:59,78N7FC,RU2Y0L,EIE,UG,Check out,-,66300,ELEMENTS OF CIVIL ENGINEERING AND MECHANICS,BHAVIKATTI S S,RIT,RIT
2024-11-09 12:38:04,8J5YQ8,RGDKHK,,ST,Check out,-,84651,DIGITAL ELECTRONICS,GUPTA B R,RIT,RIT
2024-11-09 12:38:35,OY9CZ3,ZXV90V,EIE,UG,Check out,-,78323,INTRODUCTION TO THE CONSTITUTION OF INDIA,BASU,RIT,RIT
2024-11-09 12:38:39,OY9CZ3,ZXV90V,EIE,UG,Check out,-,93676,ENGINEERING CHEMISTRY,"GADAG, R V",RIT,RIT
2024-11-09 12:38:57,O8NERL,R33TQF,CHEM,UG,Check out,-,97694,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-11-09 12:39:23,P7FW62,HDXN7G,EEE,ST,Check out,-,DB6689,DIGITAL ELUTRONICS PRINCIPLES AND APPLICATIONS,TOKHEIM,RIT,RIT
2024-11-09 12:39:39,KT6K1E,E28TTS,CHEM,UG,Check out,-,97695,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-11-09 12:40:00,LM1ZRP,S9G0SZ,CHEM,UG,Check out,-,97696,Design thinking in the classroom :,"Lee, David.",RIT,RIT
2024-11-09 12:40:49,8A7BT9,GSNIGA,,UG,Renew,-,97876,GATE CIVIL ENGINEERING 2022,TRISHNA,RIT,RIT
2024-11-09 12:40:53,8A7BT9,GSNIGA,,UG,Renew,-,96356,OBJECTIVE CIVIL ENGINEERING QUESTION BANK OF CIVIL ENGINEERING 2020-2021,MITHAL G K,RIT,RIT
2024-11-09 12:43:09,6NRY3A,WQ2M9U,EIE,ST,Renew,-,100675,ELECTRIC CIRCUITS,ALEXANDER K CHARLES,RIT,RIT
